FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
Rockyview General Hospital,SW,2024,Q4,171,16.72,1924
Peter Lougheed Centre,NE,2024,Q1,92,10.43,959
Peter Lougheed Centre,NE,2024,Q2,112,8.61,1812
Peter Lougheed Centre,NE,2024,Q3,65,11.1,718
Peter Lougheed Centre,NE,2024,Q4,37,9.99,1339
Peter Lougheed Centre,NE,2024,Q4,138,5.91,936
Foothills Medical Centre,NW,2024,Q2,99,6.85,865
Peter Lougheed Centre,NE,2024,Q4,47,11.68,779
South Health Campus,SE,2024,Q3,119,5.82,1091
Rockyview General Hospital,SW,2024,Q2,46,2.51,1004
Foothills Medical Centre,NW,2024,Q3,173,5.91,775
Peter Lougheed Centre,NE,2024,Q4,136,7.59,1786
Rockyview General Hospital,SW,2024,Q3,17,9.33,1591
South Health Campus,SE,2024,Q2,91,10.67,1136
Rockyview General Hospital,SW,2024,Q3,95,2.99,1680
Rockyview General Hospital,SW,2024,Q3,35,7.64,1160
South Health Campus,SE,2024,Q4,105,7.32,1798
Peter Lougheed Centre,NE,2024,Q3,163,4.55,1056
South Health Campus,SE,2024,Q2,105,15,800
Peter Lougheed Centre,NE,2024,Q2,105,5.47,742
Peter Lougheed Centre,NE,2024,Q4,134,0.5,993
South Health Campus,SE,2024,Q2,96,17.9,1657
South Health Campus,SE,2024,Q1,27,0.5,1504
South Health Campus,SE,2024,Q2,116,7.76,1056
South Health Campus,SE,2024,Q4,131,6.43,752
Peter Lougheed Centre,NE,2024,Q4,42,3.83,1930
Peter Lougheed Centre,NE,2024,Q2,90,14.16,818
Peter Lougheed Centre,NE,2024,Q4,162,9.89,1040
Peter Lougheed Centre,NE,2024,Q4,10,7.68,1810
Foothills Medical Centre,NW,2024,Q1,47,3.67,1262
Rockyview General Hospital,SW,2024,Q4,114,6.94,1161
Peter Lougheed Centre,NE,2024,Q2,89,13.15,1730
South Health Campus,SE,2024,Q1,96,0.5,1186
Rockyview General Hospital,SW,2024,Q4,50,7.94,502
South Health Campus,SE,2024,Q4,87,3.09,1880
South Health Campus,SE,2024,Q1,27,0.5,1624
Rockyview General Hospital,SW,2024,Q4,125,1.01,656
South Health Campus,SE,2024,Q4,30,13.53,528
South Health Campus,SE,2024,Q2,10,0.5,1516
South Health Campus,SE,2024,Q1,71,5.31,1332
Foothills Medical Centre,NW,2024,Q3,122,1.5,709
Rockyview General Hospital,SW,2024,Q1,52,3.92,645
Foothills Medical Centre,NW,2024,Q2,14,10.83,1639
Rockyview General Hospital,SW,2024,Q4,141,8.15,1102
South Health Campus,SE,2024,Q2,164,6.98,516
Foothills Medical Centre,NW,2024,Q1,22,19.4,624
Rockyview General Hospital,SW,2024,Q2,25,4.84,906
South Health Campus,SE,2024,Q4,152,5.03,1183
Rockyview General Hospital,SW,2024,Q3,135,7.5,1855
Peter Lougheed Centre,NE,2024,Q1,159,0.5,1606
South Health Campus,SE,2024,Q3,128,13.22,528
Foothills Medical Centre,NW,2024,Q1,85,0.5,1142
Rockyview General Hospital,SW,2024,Q3,165,10.19,1819
Rockyview General Hospital,SW,2024,Q4,161,14.17,1832
South Health Campus,SE,2024,Q1,114,7.94,1025
Foothills Medical Centre,NW,2024,Q3,104,4.8,1105
South Health Campus,SE,2024,Q2,13,8.09,743
Peter Lougheed Centre,NE,2024,Q3,73,4.8,1319
South Health Campus,SE,2024,Q4,118,0.5,1618
Foothills Medical Centre,NW,2024,Q1,75,3.19,1219
South Health Campus,SE,2024,Q4,92,6.57,518
Peter Lougheed Centre,NE,2024,Q4,137,1.8,1524
South Health Campus,SE,2024,Q2,46,10.56,854
Peter Lougheed Centre,NE,2024,Q3,99,9.7,1593
Peter Lougheed Centre,NE,2024,Q4,47,0.5,1086
Rockyview General Hospital,SW,2024,Q4,169,0.5,1187
Rockyview General Hospital,SW,2024,Q3,114,8.77,691
Peter Lougheed Centre,NE,2024,Q2,90,5.39,705
Rockyview General Hospital,SW,2024,Q3,96,10.23,1725
Foothills Medical Centre,NW,2024,Q2,161,5.64,970
South Health Campus,SE,2024,Q3,83,5.39,604
Foothills Medical Centre,NW,2024,Q4,128,7.17,1731
Peter Lougheed Centre,NE,2024,Q2,89,7.6,1032
Foothills Medical Centre,NW,2024,Q2,123,10.13,1495
Peter Lougheed Centre,NE,2024,Q4,69,14.21,1663
Foothills Medical Centre,NW,2024,Q4,33,2.04,530
Peter Lougheed Centre,NE,2024,Q3,77,11.37,1126
Peter Lougheed Centre,NE,2024,Q2,24,0.5,1702
South Health Campus,SE,2024,Q4,83,3.07,1159
Rockyview General Hospital,SW,2024,Q2,123,12.01,1773
Peter Lougheed Centre,NE,2024,Q4,35,12.51,1342
South Health Campus,SE,2024,Q2,68,4.43,835
Peter Lougheed Centre,NE,2024,Q4,46,12.09,1286
Foothills Medical Centre,NW,2024,Q3,133,2.97,1604
Foothills Medical Centre,NW,2024,Q4,71,6.58,605
Rockyview General Hospital,SW,2024,Q3,171,13.28,890
Peter Lougheed Centre,NE,2024,Q2,153,14.14,1558
Rockyview General Hospital,SW,2024,Q1,16,2.4,1931
Rockyview General Hospital,SW,2024,Q4,39,11.93,1579
Rockyview General Hospital,SW,2024,Q2,147,5.18,762
Peter Lougheed Centre,NE,2024,Q3,88,7.15,1254
Foothills Medical Centre,NW,2024,Q1,120,3.52,1236
Peter Lougheed Centre,NE,2024,Q4,75,2.83,1991
South Health Campus,SE,2024,Q4,46,6.75,1749
Foothills Medical Centre,NW,2024,Q4,120,1.72,1579
Foothills Medical Centre,NW,2024,Q1,64,5.94,596
South Health Campus,SE,2024,Q3,150,20.13,1367
South Health Campus,SE,2024,Q3,62,15.86,1979
Foothills Medical Centre,NW,2024,Q1,150,5.15,1488
Rockyview General Hospital,SW,2024,Q2,71,4.83,1741
Foothills Medical Centre,NW,2024,Q4,77,13.49,1373
Peter Lougheed Centre,NE,2024,Q2,65,1.97,1678
Peter Lougheed Centre,NE,2024,Q3,107,7.29,907
Rockyview General Hospital,SW,2024,Q1,78,7.28,1025
Rockyview General Hospital,SW,2024,Q2,38,2.2,1672
Foothills Medical Centre,NW,2024,Q2,73,0.5,1559
Peter Lougheed Centre,NE,2024,Q4,60,4.95,602
South Health Campus,SE,2024,Q3,44,6.27,1620
Rockyview General Hospital,SW,2024,Q4,141,2.35,704
Rockyview General Hospital,SW,2024,Q3,75,9.83,1552
Peter Lougheed Centre,NE,2024,Q3,126,0.5,1587
Rockyview General Hospital,SW,2024,Q2,177,11.22,645
South Health Campus,SE,2024,Q2,162,11.65,1727
South Health Campus,SE,2024,Q2,90,8.05,1639
Foothills Medical Centre,NW,2024,Q2,159,13.14,1428
Foothills Medical Centre,NW,2024,Q4,126,7.28,1229
Peter Lougheed Centre,NE,2024,Q2,44,12.75,1935
South Health Campus,SE,2024,Q4,96,4.19,1795
Rockyview General Hospital,SW,2024,Q1,179,13.72,1536
Peter Lougheed Centre,NE,2024,Q1,65,6.14,1939
South Health Campus,SE,2024,Q2,11,5.83,1274
Peter Lougheed Centre,NE,2024,Q3,50,3.11,1596
South Health Campus,SE,2024,Q1,50,3.65,1290
Rockyview General Hospital,SW,2024,Q1,147,8.32,538
Rockyview General Hospital,SW,2024,Q1,167,4.05,1699
Rockyview General Hospital,SW,2024,Q4,157,5.13,1819
South Health Campus,SE,2024,Q3,125,2.94,1577
Foothills Medical Centre,NW,2024,Q4,133,18.71,872
Rockyview General Hospital,SW,2024,Q3,168,8.54,906
Rockyview General Hospital,SW,2024,Q4,147,12.73,1738
Peter Lougheed Centre,NE,2024,Q2,97,10.48,1599
Foothills Medical Centre,NW,2024,Q3,20,8.52,1750
South Health Campus,SE,2024,Q2,34,15.07,1842
Rockyview General Hospital,SW,2024,Q3,13,9.96,1318
Foothills Medical Centre,NW,2024,Q4,63,9.56,1627
Foothills Medical Centre,NW,2024,Q3,95,10.68,594
Foothills Medical Centre,NW,2024,Q4,135,11.43,1321
South Health Campus,SE,2024,Q2,125,10.17,829
Rockyview General Hospital,SW,2024,Q2,132,1.61,1238
South Health Campus,SE,2024,Q1,16,15.03,924
Peter Lougheed Centre,NE,2024,Q1,164,14.68,1617
South Health Campus,SE,2024,Q2,96,1.04,1837
Foothills Medical Centre,NW,2024,Q1,172,11.29,1206
South Health Campus,SE,2024,Q3,84,4.69,878
South Health Campus,SE,2024,Q4,90,0.5,894
Foothills Medical Centre,NW,2024,Q3,91,0.5,1263
South Health Campus,SE,2024,Q4,146,4.71,1017
South Health Campus,SE,2024,Q4,43,5.22,1186
Rockyview General Hospital,SW,2024,Q4,140,4.03,883
Rockyview General Hospital,SW,2024,Q1,38,5.75,1509
Peter Lougheed Centre,NE,2024,Q3,37,7.25,1214
Rockyview General Hospital,SW,2024,Q4,27,5.45,1676
Foothills Medical Centre,NW,2024,Q4,174,16.72,1655
Rockyview General Hospital,SW,2024,Q4,171,4.99,1820
Rockyview General Hospital,SW,2024,Q3,104,9.77,1432
Peter Lougheed Centre,NE,2024,Q4,79,10.03,1478
Peter Lougheed Centre,NE,2024,Q2,36,3.15,1625
Foothills Medical Centre,NW,2024,Q2,142,13.14,1701
South Health Campus,SE,2024,Q1,148,10,1021
Foothills Medical Centre,NW,2024,Q3,97,3.95,1519
Foothills Medical Centre,NW,2024,Q1,65,0.5,1792
South Health Campus,SE,2024,Q1,51,9.41,502
Rockyview General Hospital,SW,2024,Q1,60,1.59,561
Peter Lougheed Centre,NE,2024,Q1,164,7.53,1350
Peter Lougheed Centre,NE,2024,Q3,74,5.09,1270
South Health Campus,SE,2024,Q1,148,2.91,1688
Peter Lougheed Centre,NE,2024,Q2,173,4.15,886
South Health Campus,SE,2024,Q4,119,11.2,1046
Rockyview General Hospital,SW,2024,Q2,126,18.25,522
Foothills Medical Centre,NW,2024,Q4,61,15.68,784
South Health Campus,SE,2024,Q3,30,14.07,504
South Health Campus,SE,2024,Q4,43,3.63,1735
Foothills Medical Centre,NW,2024,Q3,112,4,1730
Rockyview General Hospital,SW,2024,Q3,104,4.52,1732
Peter Lougheed Centre,NE,2024,Q1,33,11.78,586
Foothills Medical Centre,NW,2024,Q3,102,11.54,1509
Peter Lougheed Centre,NE,2024,Q1,143,0.5,1573
Peter Lougheed Centre,NE,2024,Q3,133,3.68,1447
Rockyview General Hospital,SW,2024,Q2,95,11.51,1876
South Health Campus,SE,2024,Q1,70,5.69,1594
Foothills Medical Centre,NW,2024,Q2,101,5.07,851
South Health Campus,SE,2024,Q4,82,11.61,1391
South Health Campus,SE,2024,Q4,74,5.14,1641
Foothills Medical Centre,NW,2024,Q4,154,4.03,1076
South Health Campus,SE,2024,Q3,39,6.43,1099
Peter Lougheed Centre,NE,2024,Q3,166,13,1161
Rockyview General Hospital,SW,2024,Q3,149,8.4,1769
Peter Lougheed Centre,NE,2024,Q1,45,14.85,1549
Peter Lougheed Centre,NE,2024,Q3,160,4.39,903
Foothills Medical Centre,NW,2024,Q2,117,5.14,777
Rockyview General Hospital,SW,2024,Q3,116,6.63,1264
Rockyview General Hospital,SW,2024,Q3,23,5.19,1209
Rockyview General Hospital,SW,2024,Q3,57,0.5,1911
South Health Campus,SE,2024,Q4,34,4.53,1055
Peter Lougheed Centre,NE,2024,Q4,80,9.69,1677
Foothills Medical Centre,NW,2024,Q4,125,8.39,796
South Health Campus,SE,2024,Q3,123,7.27,1544
Foothills Medical Centre,NW,2024,Q3,47,13.88,770
Peter Lougheed Centre,NE,2024,Q4,63,2.31,1485
Peter Lougheed Centre,NE,2024,Q3,50,7.53,1222
South Health Campus,SE,2024,Q1,62,3,1132
Foothills Medical Centre,NW,2024,Q4,161,5.17,1798
Rockyview General Hospital,SW,2024,Q4,36,7.63,1281
Foothills Medical Centre,NW,2024,Q1,141,6.77,1996
Rockyview General Hospital,SW,2024,Q2,171,6.45,1634
Rockyview General Hospital,SW,2024,Q1,61,8.67,1905
South Health Campus,SE,2024,Q2,117,11.62,1565
Rockyview General Hospital,SW,2024,Q2,140,8.85,1599
Peter Lougheed Centre,NE,2024,Q3,144,4.22,842
Rockyview General Hospital,SW,2024,Q3,73,14.02,749
Rockyview General Hospital,SW,2024,Q1,87,6.88,1600
Rockyview General Hospital,SW,2024,Q3,45,9.38,1745
South Health Campus,SE,2024,Q2,18,15.28,920
Rockyview General Hospital,SW,2024,Q4,171,11.52,834
Peter Lougheed Centre,NE,2024,Q3,87,15.56,901
Foothills Medical Centre,NW,2024,Q3,175,11.85,1446
South Health Campus,SE,2024,Q4,14,0.5,547
Foothills Medical Centre,NW,2024,Q2,142,1.35,864
South Health Campus,SE,2024,Q2,163,8.83,1671
Peter Lougheed Centre,NE,2024,Q3,98,10.74,883
Rockyview General Hospital,SW,2024,Q3,119,0.5,656
Rockyview General Hospital,SW,2024,Q1,179,0.5,1169
Rockyview General Hospital,SW,2024,Q1,152,9.02,1713
Peter Lougheed Centre,NE,2024,Q1,121,9.31,541
South Health Campus,SE,2024,Q1,153,10.34,1924
South Health Campus,SE,2024,Q2,70,3.43,1096
Peter Lougheed Centre,NE,2024,Q1,41,5.01,1303
Rockyview General Hospital,SW,2024,Q3,111,16.48,652
South Health Campus,SE,2024,Q1,108,9.47,743
Foothills Medical Centre,NW,2024,Q2,73,8.95,1558
Foothills Medical Centre,NW,2024,Q4,45,7.32,1073
Foothills Medical Centre,NW,2024,Q1,133,11.2,718
Rockyview General Hospital,SW,2024,Q4,140,16.12,1882
Rockyview General Hospital,SW,2024,Q3,83,9.66,1175
Foothills Medical Centre,NW,2024,Q4,58,5.94,1160
Rockyview General Hospital,SW,2024,Q4,12,5.79,1647
South Health Campus,SE,2024,Q2,49,7.52,703
Peter Lougheed Centre,NE,2024,Q1,22,2.41,817
Foothills Medical Centre,NW,2024,Q3,72,6.11,851
Peter Lougheed Centre,NE,2024,Q3,177,5.81,1645
Peter Lougheed Centre,NE,2024,Q2,160,8.13,1389
South Health Campus,SE,2024,Q1,57,17.05,1921
Rockyview General Hospital,SW,2024,Q2,11,5.46,704
Peter Lougheed Centre,NE,2024,Q4,23,6.53,1529
Peter Lougheed Centre,NE,2024,Q3,104,9.52,937
Foothills Medical Centre,NW,2024,Q1,106,0.97,1600
Peter Lougheed Centre,NE,2024,Q4,93,13.68,1501
Rockyview General Hospital,SW,2024,Q1,44,9.16,578
Rockyview General Hospital,SW,2024,Q4,47,12.89,1318
Peter Lougheed Centre,NE,2024,Q2,100,4.96,1420
Rockyview General Hospital,SW,2024,Q1,105,3.5,558
Rockyview General Hospital,SW,2024,Q2,55,10.73,628
Foothills Medical Centre,NW,2024,Q1,98,19.11,1513
Peter Lougheed Centre,NE,2024,Q2,142,5.74,1068
South Health Campus,SE,2024,Q3,56,15,1227
South Health Campus,SE,2024,Q1,33,2.26,1439
Rockyview General Hospital,SW,2024,Q2,161,0.5,1444
Foothills Medical Centre,NW,2024,Q1,87,3.67,1210
South Health Campus,SE,2024,Q3,163,6.32,1314
Peter Lougheed Centre,NE,2024,Q1,23,10.07,1969
Rockyview General Hospital,SW,2024,Q1,44,2.97,1697
Foothills Medical Centre,NW,2024,Q1,167,17.49,1110
Foothills Medical Centre,NW,2024,Q2,17,0.5,1279
Foothills Medical Centre,NW,2024,Q1,176,4.71,934
Foothills Medical Centre,NW,2024,Q4,111,16.67,1601
Foothills Medical Centre,NW,2024,Q1,105,13.9,1225
Foothills Medical Centre,NW,2024,Q2,108,8.43,1761
Foothills Medical Centre,NW,2024,Q4,58,5.42,1772
Peter Lougheed Centre,NE,2024,Q2,132,9.47,1840
Peter Lougheed Centre,NE,2024,Q3,91,0.5,1323
Rockyview General Hospital,SW,2024,Q3,104,12.71,1012
Rockyview General Hospital,SW,2024,Q2,17,12.85,1928
Rockyview General Hospital,SW,2024,Q2,164,6.09,1793
South Health Campus,SE,2024,Q1,59,8.15,1280
Foothills Medical Centre,NW,2024,Q3,111,9.32,1385
Rockyview General Hospital,SW,2024,Q3,72,6.78,1494
Rockyview General Hospital,SW,2023,Q2,151,15.32,1843
South Health Campus,SE,2023,Q4,127,4.26,785
South Health Campus,SE,2023,Q1,71,0.59,723
Foothills Medical Centre,NW,2023,Q3,124,14,1362
Peter Lougheed Centre,NE,2023,Q3,136,9.85,1444
Rockyview General Hospital,SW,2023,Q3,117,13.69,1233
Foothills Medical Centre,NW,2023,Q4,167,2.28,565
Rockyview General Hospital,SW,2023,Q4,44,5.71,556
Foothills Medical Centre,NW,2023,Q2,150,8.64,1884
South Health Campus,SE,2023,Q1,70,8.81,1058
Peter Lougheed Centre,NE,2023,Q3,117,8.04,1383
Peter Lougheed Centre,NE,2023,Q2,41,5.87,1154
South Health Campus,SE,2023,Q1,130,3.33,881
South Health Campus,SE,2023,Q3,10,5.09,1734
Peter Lougheed Centre,NE,2023,Q2,84,9.67,1457
Peter Lougheed Centre,NE,2023,Q4,27,21.02,611
Foothills Medical Centre,NW,2023,Q1,179,0.5,1826
Peter Lougheed Centre,NE,2023,Q4,120,10.53,655
Rockyview General Hospital,SW,2023,Q1,48,0.5,1776
Foothills Medical Centre,NW,2023,Q4,100,16.5,567
Peter Lougheed Centre,NE,2023,Q4,114,13.06,1146
Peter Lougheed Centre,NE,2023,Q2,120,6.14,526
Foothills Medical Centre,NW,2023,Q2,125,3.78,658
Foothills Medical Centre,NW,2023,Q2,40,13.18,559
Peter Lougheed Centre,NE,2023,Q2,26,11.83,1796
South Health Campus,SE,2023,Q1,37,13.36,1964
Peter Lougheed Centre,NE,2023,Q2,54,7.1,1759
Rockyview General Hospital,SW,2023,Q1,142,6.05,967
South Health Campus,SE,2023,Q2,99,7.95,518
Rockyview General Hospital,SW,2023,Q1,132,19.15,919
Peter Lougheed Centre,NE,2023,Q3,24,15.09,1723
Rockyview General Hospital,SW,2023,Q1,37,2.14,1421
Rockyview General Hospital,SW,2023,Q3,155,6.55,615
South Health Campus,SE,2023,Q4,176,6.15,847
Peter Lougheed Centre,NE,2023,Q3,56,12.61,1702
Rockyview General Hospital,SW,2023,Q1,91,9.55,1196
Rockyview General Hospital,SW,2023,Q2,138,12.85,1434
Peter Lougheed Centre,NE,2023,Q3,136,12.35,1805
South Health Campus,SE,2023,Q4,79,9.5,871
Peter Lougheed Centre,NE,2023,Q1,54,0.5,1914
Peter Lougheed Centre,NE,2023,Q3,86,11.88,1690
Foothills Medical Centre,NW,2023,Q4,77,13.8,569
Foothills Medical Centre,NW,2023,Q2,35,5.32,1515
Peter Lougheed Centre,NE,2023,Q2,159,2.42,1437
Rockyview General Hospital,SW,2023,Q3,150,14.03,933
South Health Campus,SE,2023,Q4,12,1.58,754
Peter Lougheed Centre,NE,2023,Q4,68,6.84,1793
Rockyview General Hospital,SW,2023,Q4,155,9.68,1617
Peter Lougheed Centre,NE,2023,Q4,168,10.59,1184
Rockyview General Hospital,SW,2023,Q3,67,18.68,1867
Peter Lougheed Centre,NE,2023,Q3,169,11.41,1338
South Health Campus,SE,2023,Q2,156,3.06,1807
Rockyview General Hospital,SW,2023,Q1,136,18.41,573
South Health Campus,SE,2023,Q4,29,6.6,1503
Rockyview General Hospital,SW,2023,Q3,75,6.08,1083
Peter Lougheed Centre,NE,2023,Q2,135,4.38,1866
Rockyview General Hospital,SW,2023,Q2,108,14.87,501
South Health Campus,SE,2023,Q3,56,0.5,1645
South Health Campus,SE,2023,Q2,37,14.12,939
Peter Lougheed Centre,NE,2023,Q3,160,17.29,749
Foothills Medical Centre,NW,2023,Q1,104,14.35,1496
Rockyview General Hospital,SW,2023,Q2,150,3.56,944
South Health Campus,SE,2023,Q4,176,0.5,1405
South Health Campus,SE,2023,Q1,169,2.37,1809
Rockyview General Hospital,SW,2023,Q3,118,7.25,719
Rockyview General Hospital,SW,2023,Q4,176,6.99,1653
Peter Lougheed Centre,NE,2023,Q2,143,0.5,1371
South Health Campus,SE,2023,Q1,20,11.46,643
Peter Lougheed Centre,NE,2023,Q3,53,15.46,1851
Rockyview General Hospital,SW,2023,Q3,27,0.5,799
Rockyview General Hospital,SW,2023,Q1,143,13.94,1584
South Health Campus,SE,2023,Q4,100,9.35,592
Peter Lougheed Centre,NE,2023,Q1,67,6.38,540
South Health Campus,SE,2023,Q4,10,5.27,1388
Foothills Medical Centre,NW,2023,Q1,171,1.83,897
South Health Campus,SE,2023,Q2,30,4.73,1506
Peter Lougheed Centre,NE,2023,Q4,66,6.3,851
Peter Lougheed Centre,NE,2023,Q4,102,5.78,650
South Health Campus,SE,2023,Q2,105,1.94,1069
South Health Campus,SE,2023,Q2,178,0.5,1502
South Health Campus,SE,2023,Q2,156,6.12,730
Rockyview General Hospital,SW,2023,Q3,112,0.5,912
Foothills Medical Centre,NW,2023,Q1,28,2.42,1918
Peter Lougheed Centre,NE,2023,Q3,102,0.5,1051
Foothills Medical Centre,NW,2023,Q2,78,6.76,844
Peter Lougheed Centre,NE,2023,Q3,19,0.5,1817
Peter Lougheed Centre,NE,2023,Q2,59,10.98,1513
Rockyview General Hospital,SW,2023,Q1,47,8.17,1087
Foothills Medical Centre,NW,2023,Q3,106,11.75,1301
Peter Lougheed Centre,NE,2023,Q4,41,14.09,1127
South Health Campus,SE,2023,Q2,164,8.46,864
South Health Campus,SE,2023,Q1,60,6.58,1339
Rockyview General Hospital,SW,2023,Q4,35,10.94,1138
Foothills Medical Centre,NW,2023,Q3,129,10.34,769
South Health Campus,SE,2023,Q1,88,3.57,1422
Foothills Medical Centre,NW,2023,Q2,169,9.01,1668
Foothills Medical Centre,NW,2023,Q2,28,12.1,1661
Foothills Medical Centre,NW,2023,Q1,135,16.42,1079
Peter Lougheed Centre,NE,2023,Q3,70,6.65,1846
Rockyview General Hospital,SW,2023,Q1,166,3.15,1703
Foothills Medical Centre,NW,2023,Q1,157,19.2,560
Foothills Medical Centre,NW,2023,Q2,103,16.17,1516
South Health Campus,SE,2023,Q2,87,5.68,1087
Rockyview General Hospital,SW,2023,Q3,94,17.38,822
Foothills Medical Centre,NW,2023,Q4,90,1.59,1228
Foothills Medical Centre,NW,2023,Q3,65,7.17,1658
Peter Lougheed Centre,NE,2023,Q4,145,5.36,1593
Rockyview General Hospital,SW,2023,Q1,136,2.26,910
Rockyview General Hospital,SW,2023,Q2,89,12.86,716
Peter Lougheed Centre,NE,2023,Q3,148,8.35,531
Foothills Medical Centre,NW,2023,Q3,143,11.1,1997
Peter Lougheed Centre,NE,2023,Q2,164,11.07,889
Foothills Medical Centre,NW,2023,Q1,70,2.73,634
Foothills Medical Centre,NW,2023,Q4,25,1.95,1352
Rockyview General Hospital,SW,2023,Q3,160,15.04,1292
South Health Campus,SE,2023,Q2,49,9.63,658
Peter Lougheed Centre,NE,2023,Q1,71,11.91,536
Foothills Medical Centre,NW,2023,Q4,35,8.44,1088
Peter Lougheed Centre,NE,2023,Q4,25,8.44,1159
Rockyview General Hospital,SW,2023,Q2,167,3.95,1010
South Health Campus,SE,2023,Q2,122,10.75,1329
South Health Campus,SE,2023,Q2,31,14.76,1906
South Health Campus,SE,2023,Q1,166,12.62,1192
South Health Campus,SE,2023,Q4,116,7.29,1449
Foothills Medical Centre,NW,2023,Q2,57,8.97,1517
South Health Campus,SE,2023,Q4,42,11.67,1190
South Health Campus,SE,2023,Q3,44,5.86,1626
South Health Campus,SE,2023,Q1,71,10.54,662
South Health Campus,SE,2023,Q4,163,14.69,678
South Health Campus,SE,2023,Q2,116,13.81,1141
South Health Campus,SE,2023,Q2,73,10.85,1973
Rockyview General Hospital,SW,2023,Q1,170,1.86,1616
Rockyview General Hospital,SW,2023,Q2,143,4.94,609
Peter Lougheed Centre,NE,2023,Q1,119,6.01,1535
Rockyview General Hospital,SW,2023,Q3,16,14.55,1767
Rockyview General Hospital,SW,2023,Q1,139,8.76,1585
South Health Campus,SE,2023,Q1,88,9.97,808
South Health Campus,SE,2023,Q1,171,3.25,739
Foothills Medical Centre,NW,2023,Q4,83,9.48,1615
Foothills Medical Centre,NW,2023,Q3,13,13.18,670
South Health Campus,SE,2023,Q4,163,8.05,1394
Peter Lougheed Centre,NE,2023,Q4,120,17.9,1129
Peter Lougheed Centre,NE,2023,Q3,163,9.64,1978
Peter Lougheed Centre,NE,2023,Q3,46,2.4,1279
Peter Lougheed Centre,NE,2023,Q2,143,3.12,1451
South Health Campus,SE,2023,Q1,121,9.01,1616
South Health Campus,SE,2023,Q1,161,9.55,1467
Foothills Medical Centre,NW,2023,Q1,24,3.69,1276
Foothills Medical Centre,NW,2023,Q2,73,0.5,987
South Health Campus,SE,2023,Q3,101,4.54,1732
Foothills Medical Centre,NW,2023,Q3,48,7.18,1230
Peter Lougheed Centre,NE,2023,Q1,33,12.41,1088
South Health Campus,SE,2023,Q3,126,12.98,716
South Health Campus,SE,2023,Q4,66,12.03,1153
South Health Campus,SE,2023,Q4,130,16.83,632
Peter Lougheed Centre,NE,2023,Q1,27,10.91,1119
South Health Campus,SE,2023,Q4,71,20.57,1260
Peter Lougheed Centre,NE,2023,Q4,158,10.11,532
South Health Campus,SE,2023,Q2,161,10.75,1231
South Health Campus,SE,2023,Q1,163,19.74,670
Foothills Medical Centre,NW,2023,Q3,49,12.28,1637
Peter Lougheed Centre,NE,2023,Q4,118,4.06,541
Peter Lougheed Centre,NE,2023,Q4,18,7.32,752
Foothills Medical Centre,NW,2023,Q2,140,0.62,1428
Rockyview General Hospital,SW,2023,Q2,139,10.23,1455
Peter Lougheed Centre,NE,2023,Q1,30,16.97,1390
